class,uniprot_id,description,len,dataset
negative,A0A1U7I8L7,A0A1U7I8L7_9CYAN Beta-glycosidase OS=Phormidium ambiguum IAM M-71 OX=454136 GN=NIES2119_25280 PE=3 SV=1,519,train
positive,A0A1V6AKU6,A0A1V6AKU6_9FIRM Thermostable beta-glucosidase B OS=Firmicutes bacterium ADurb.Bin146 OX=1852882 GN=bglB_2 PE=3 SV=1,335,train
negative,A0A7Y8CF86,A0A7Y8CF86_9PSED beta-glucosidase OS=Pseudomonas gingeri OX=117681 GN=bglX PE=4 SV=1,763,train
positive,A0A1J0LWV2,A0A1J0LWV2_THEBO Beta-glucosidase OS=Thermus brockianus OX=56956 GN=A0O31_02479 PE=3 SV=1,429,train
positive,A0A6S7B472,A0A6S7B472_9BURK Thermostable beta-glucosidase B OS=Pararobbsia alpina OX=621374 GN=bglB_1 PE=3 SV=1,778,train
positive,A0A143XIN3,A0A143XIN3_9BACT Thermostable beta-glucosidase B OS=Alistipes sp. CHKCI003 OX=1780376 GN=bglB PE=3 SV=1,745,train
negative,A0A0Q9TXV2,A0A0Q9TXV2_9MICO beta-glucosidase OS=Terrabacter sp. Soil811 OX=1736419 GN=ASH01_09495 PE=4 SV=1,775,train
positive,A0A174VUG8,A0A174VUG8_9FIRM Thermostable beta-glucosidase B OS=Blautia obeum OX=40520 GN=bglB_6 PE=3 SV=1,761,train
negative,A0A7Y5ANN6,A0A7Y5ANN6_9GAMM Beta-glucosidase OS=Rheinheimera lutimaris OX=2740584 GN=HRH59_04045 PE=3 SV=1,442,train
negative,A0A2N9JKC5,A0A2N9JKC5_9ACTN beta-glucosidase OS=Micropruina glycogenica OX=75385 GN=MPLG2_3440 PE=4 SV=1,751,train
positive,A0A1P7YD46,A0A1P7YD46_THEBR beta-glucosidase (Fragment) OS=Thermoanaerobacter brockii OX=29323 GN=cglT PE=3 SV=1,450,train
positive,A0A1C5Y7U2,A0A1C5Y7U2_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_4 PE=3 SV=1,508,train
positive,A0A161XFP0,A0A161XFP0_9CELL Thermostable beta-glucosidase B OS=Oerskovia enterophila OX=43678 GN=bglB_5 PE=3 SV=1,760,train
negative,A0A7J5GXS2,A0A7J5GXS2_BACUN beta-glucosidase OS=Bacteroides uniformis OX=820 GN=GAQ44_13625 PE=3 SV=1,736,train
positive,A0A3E0QQ15,A0A3E0QQ15_9BACL Beta-glucosidase OS=Thermobacillus sp OX=2108467 GN=C6W55_16150 PE=3 SV=1,450,train
negative,A0A248VUX3,A0A248VUX3_9BURK Beta-glucosidase OS=Paraburkholderia aromaticivorans OX=2026199 GN=CJU94_32935 PE=3 SV=1,474,train
positive,A0A2M8PXI1,A0A2M8PXI1_9CHLR beta-glucosidase OS=Candidatus Thermofonsia Clade 1 bacterium OX=2364210 GN=CUN50_04880 PE=4 SV=1,787,train
negative,A0A0A2I7N9,A0A0A2I7N9_PENEN beta-glucosidase OS=Penicillium expansum OX=27334 GN=PEX2_037880 PE=3 SV=1,760,train
positive,H7GEV0,H7GEV0_9DEIN Beta-glucosidase OS=Thermus parvatiensis OX=456163 GN=RLTM_03131 PE=3 SV=1,436,train
negative,A0A423GTD5,A0A423GTD5_9PSED beta-glucosidase OS=Pseudomonas brassicacearum OX=930166 GN=BK658_11960 PE=4 SV=1,763,train
positive,A0A6N9AJN6,A0A6N9AJN6_9BACT beta-glucosidase OS=Rhodothermaceae bacterium OX=2026787 GN=F4X05_11120 PE=4 SV=1,665,train
negative,A0A6G1H493,A0A6G1H493_9PEZI beta-glucosidase OS=Aulographum hederae CBS 113979 OX=1176131 GN=K402DRAFT_374564 PE=3 SV=1,766,train
positive,A0A2M8QE99,A0A2M8QE99_9CHLR Beta-glucosidase OS=Candidatus Thermofonsia Clade 3 bacterium OX=2364212 GN=CUN48_04995 PE=3 SV=1,446,train
negative,B1XZK8,B1XZK8_LEPCP Beta-glucosidase OS=Leptothrix cholodnii (strain ATCC 51168 / LMG 8142 / SP-6) OX=395495 GN=Lcho_4320 PE=3 SV=1,460,train
negative,A0A6B3IAX1,A0A6B3IAX1_9ACTN Beta-glucosidase OS=Streptomyces sp. SID8455 OX=2706104 GN=G3M55_55050 PE=3 SV=1,486,train
positive,G4XU74,G4XU74_THEMA Beta-glucosidase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 PE=3 SV=1,444,train
negative,A0A2Z4LSZ9,A0A2Z4LSZ9_9FLAO beta-glucosidase OS=Flagellimonas maritima OX=1383885 GN=HME9304_01959 PE=3 SV=1,778,train
negative,A0A4Z1K6P9,A0A4Z1K6P9_9HELO Probable beta-glucosidase G OS=Botrytis porri OX=87229 GN=BPOR_1298g00010 PE=3 SV=1,723,train
positive,A0A1E3ARD3,A0A1E3ARD3_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_7 PE=3 SV=1,711,train
positive,A0A644WQB2,A0A644WQB2_9ZZZZ Thermostable beta-glucosidase B OS=bioreactor metagenome OX=1076179 GN=bglB_3 PE=3 SV=1,727,train
positive,A0A1V5RJ82,A0A1V5RJ82_9CHLR Thermostable beta-glucosidase B OS=Chloroflexi bacterium ADurb.Bin325 OX=1852859 GN=bglB PE=3 SV=1,759,train
positive,A0A160VFE0,A0A160VFE0_9ZZZZ beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MGWOODY_Mmi1127 PE=3 SV=1,344,train
positive,A0A0F0L422,A0A0F0L422_9MICO Thermostable beta-glucosidase B OS=Microbacterium azadirachtae OX=582680 GN=bglB_2 PE=3 SV=1,755,train
positive,Q1J2J3,Q1J2J3_DEIGD Beta-glucosidase OS=Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a) OX=319795 GN=Dgeo_2862 PE=3 SV=1,443,train
positive,A0A1V6H2W5,A0A1V6H2W5_9BACT Beta-glucosidase OS=Thermotogota bacterium ADurb.Bin062 OX=1852923 GN=bglA PE=3 SV=1,442,train
positive,A0A3B9QMK0,A0A3B9QMK0_9BACT beta-glucosidase OS=Candidatus Acetothermia bacterium OX=2053493 GN=DCL37_02455 PE=3 SV=1,775,train
positive,A0A3S4TWC1,A0A3S4TWC1_9BACT Thermostable beta-glucosidase B OS=Segatella oris OX=28135 GN=bglB_1 PE=3 SV=1,777,train
negative,A0A0F5JHF3,A0A0F5JHF3_9BACT beta-glucosidase OS=Parabacteroides gordonii MS-1 = DSM 23371 OX=1203610 GN=HMPREF1536_01957 PE=3 SV=1,750,train
negative,A0A316LGE7,A0A316LGE7_9FLAO beta-glucosidase OS=Flagellimonas aquimarina OX=2201895 GN=DKG77_07820 PE=4 SV=1,579,train
positive,A0A7Z8YC77,A0A7Z8YC77_CAPOC Thermostable beta-glucosidase B OS=Capnocytophaga ochracea OX=1018 GN=bglB_1 PE=3 SV=1,731,train
negative,A0A0F0I2I8,A0A0F0I2I8_ASPPU Probable beta-glucosidase btgE OS=Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1) OX=1403190 GN=P875_00086493 PE=4 SV=1,599,train
positive,A0A2S2D0T1,A0A2S2D0T1_9PROT Beta-glucosidase OS=Azospirillum thermophilum OX=2202148 GN=DEW08_29270 PE=3 SV=1,444,train
positive,A0A239PY47,A0A239PY47_9PROT beta-glucosidase OS=Amphiplicatus metriothermophilus OX=1519374 GN=SAMN06297382_2259 PE=4 SV=1,787,train
negative,A0A847MPT0,A0A847MPT0_9MICO beta-glucosidase OS=Intrasporangiaceae bacterium OX=2021373 GN=GX344_00925 PE=4 SV=1,783,train
positive,A0A1G7I814,A0A1G7I814_THETY beta-glucosidase OS=Thermoanaerobacter thermohydrosulfuricus OX=1516 GN=SAMN04244560_00227 PE=3 SV=1,784,train
positive,A0A1M6URC7,A0A1M6URC7_9BACT beta-glucosidase OS=Rhodothermus profundi OX=633813 GN=SAMN04488087_1826 PE=3 SV=1,636,train
positive,Q08638,BGLA_THEMA Beta-glucosidase A OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=bglA PE=1 SV=1,446,train
positive,A0A3S4R1D6,A0A3S4R1D6_CHRGE Thermostable beta-glucosidase B OS=Chryseobacterium gleum OX=250 GN=bglB_2 PE=3 SV=1,754,train
negative,A0A0W1A3I4,A0A0W1A3I4_9GAMM beta-glucosidase OS=Legionella worsleiensis OX=45076 GN=Lwor_2504 PE=4 SV=1,757,train
negative,Q3Y0M8,Q3Y0M8_ENTFD Beta-glucosidase OS=Enterococcus faecium (strain ATCC BAA-472 / TX0016 / DO) OX=333849 GN=bglH PE=3 SV=1,498,train
positive,A0A1V6BBW9,A0A1V6BBW9_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin145 OX=1852807 GN=bglB PE=3 SV=1,719,train
negative,A0A349QND1,A0A349QND1_9FIRM beta-glucosidase OS=Roseburia sp OX=2049040 GN=DCS73_03390 PE=3 SV=1,737,train
positive,A0A6N3I396,A0A6N3I396_9FIRM Thermostable beta-glucosidase B OS=Hungatella hathewayi OX=154046 GN=bglB_3 PE=3 SV=1,716,train
positive,A0A662PB51,A0A662PB51_UNCTR beta-glucosidase (Fragment) OS=Thermococci archaeon OX=2250254 GN=DRN52_05800 PE=3 SV=1,750,train
positive,A0A430S7I7,A0A430S7I7_THESC Beta-glucosidase OS=Thermus scotoductus OX=37636 GN=CSW33_07695 PE=3 SV=1,433,train
negative,A0A1Z4BLZ2,A0A1Z4BLZ2_9FLAO beta-glucosidase OS=Capnocytophaga endodontalis OX=2708117 GN=CBG49_03815 PE=3 SV=1,770,train
positive,A0A173U3Q1,A0A173U3Q1_9BACT Thermostable beta-glucosidase B OS=Parabacteroides distasonis OX=823 GN=bglB_1 PE=3 SV=1,783,train
negative,A0A1Y3VVE6,A0A1Y3VVE6_9BACT beta-glucosidase OS=Butyricimonas sp. An62 OX=1965649 GN=B5G13_10250 PE=3 SV=1,797,train
negative,A0A2A4Z3C7,A0A2A4Z3C7_9PROT Beta-glucosidase OS=OCS116 cluster bacterium OX=2030921 GN=COB13_07370 PE=3 SV=1,437,train
positive,A0A0G4K5C2,A0A0G4K5C2_9SPIR Thermostable beta-glucosidase B OS=Brachyspira suanatina OX=381802 GN=bglB PE=3 SV=1,791,train
negative,S3Z732,S3Z732_9ACTN Beta-glucosidase OS=Streptomyces aurantiacus JA 4570 OX=1286094 GN=STRAU_7410 PE=3 SV=1,455,train
negative,A0A5N1JLM9,A0A5N1JLM9_9BACT Beta-glucosidase OS=Larkinella humicola OX=2607654 GN=F0P93_06655 PE=3 SV=1,452,train
positive,A0A7U9XKP6,A0A7U9XKP6_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB_2 PE=3 SV=1,779,train
negative,A0A251TYC1,A0A251TYC1_HELAN beta-glucosidase OS=Helianthus annuus OX=4232 GN=HannXRQ_Chr09g0261911 PE=4 SV=1,232,train
negative,A0A2S9A9V8,A0A2S9A9V8_9MICO beta-glucosidase OS=Microbacterium sp. MYb72 OX=1848693 GN=CQ047_07470 PE=4 SV=1,586,train
negative,A0A231RVI9,A0A231RVI9_9BACL beta-glucosidase OS=Cohnella sp. CIP 111063 OX=1955714 GN=B1A99_02230 PE=3 SV=1,727,train
negative,A0A414B0S5,A0A414B0S5_9FIRM beta-glucosidase OS=Enterocloster bolteae OX=208479 GN=DW839_02845 PE=4 SV=1,747,train
negative,A0A4D7K0W0,A0A4D7K0W0_9BACT beta-glucosidase OS=Roseivirga pacifica OX=1267423 GN=DCC35_07045 PE=4 SV=1,754,train
positive,A0A662GN30,A0A662GN30_9CREN beta-glucosidase (Fragment) OS=Thermoprotei archaeon OX=2250277 GN=DRJ56_08175 PE=3 SV=1,365,train
negative,B0RX50,B0RX50_XANCB beta-glucosidase OS=Xanthomonas campestris pv. campestris (strain B100) OX=509169 GN=bgl1 PE=4 SV=1,314,train
negative,A0A1Q3M3N1,A0A1Q3M3N1_9BACT beta-glucosidase OS=Bacteroidales bacterium 45-6 OX=1895719 GN=BGN96_09430 PE=3 SV=1,739,train
negative,A0A7Y1VRC0,A0A7Y1VRC0_9BACT beta-glucosidase (Fragment) OS=Saprospiraceae bacterium OX=2202734 GN=HKN76_00395 PE=4 SV=1,274,train
negative,A0A072UMI1,A0A072UMI1_MEDTR Cyanogenic beta-glucosidase- putative OS=Medicago truncatula OX=3880 GN=25492624 PE=3 SV=1,513,train
negative,F8X2Q0,F8X2Q0_9BACT beta-glucosidase OS=Dysgonomonas mossii DSM 22836 OX=742767 GN=HMPREF9456_02542 PE=3 SV=1,760,train
negative,A0A7D7BRL8,A0A7D7BRL8_9BACE beta-glucosidase OS=Bacteroides sp. CACC 737 OX=2755405 GN=bglX PE=3 SV=1,778,train
negative,A0A3M6Y6R7,A0A3M6Y6R7_HORWE beta-glucosidase (Fragment) OS=Hortaea werneckii OX=91943 GN=D0866_16141 PE=3 SV=1,592,train
positive,B5YDF9,B5YDF9_DICT6 beta-glucosidase OS=Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12) OX=309799 GN=DICTH_0696 PE=4 SV=1,762,train
positive,A0A5P9PNY8,A0A5P9PNY8_9PSEU Thermostable beta-glucosidase B OS=Amycolatopsis sp. YIM 10 OX=2653857 GN=bglB4 PE=3 SV=1,728,train
negative,A0A2W6ZST7,A0A2W6ZST7_9CYAN Beta-glucosidase OS=Leptolyngbya sp OX=47254 GN=DCF22_23445 PE=3 SV=1,457,train
positive,A0A448L7L0,A0A448L7L0_9BACT Thermostable beta-glucosidase B OS=Segatella oris OX=28135 GN=bglB_3 PE=3 SV=1,743,train
positive,A0A1H1HW65,A0A1H1HW65_9ACTN Beta-glucosidase OS=Thermostaphylospora chromogena OX=35622 GN=SAMN04489764_4859 PE=3 SV=1,464,train
negative,A0A2U1W1I4,A0A2U1W1I4_9PROT Beta-glucosidase OS=Azospirillum sp. TSO22-1 OX=716789 GN=TSO221_17730 PE=3 SV=1,445,train
positive,A0A328VAD7,A0A328VAD7_9CHLR beta-glucosidase OS=Thermogemmatispora tikiterensis OX=1825093 GN=A4R35_03460 PE=4 SV=1,759,train
negative,A0A455VS94,A0A455VS94_ENTAS beta-glucosidase OS=Enterobacter asburiae OX=61645 GN=MRY18106EAS_28710 PE=3 SV=1,765,train
positive,A0A645BXB4,A0A645BXB4_9ZZZZ Thermostable beta-glucosidase B OS=bioreactor metagenome OX=1076179 GN=bglB_11 PE=3 SV=1,232,train
positive,A0A1C6J530,A0A1C6J530_9BACE Thermostable beta-glucosidase B OS=uncultured Bacteroides sp OX=162156 GN=bglB_5 PE=3 SV=1,732,train
positive,B5YC96,B5YC96_DICT6 Thermostable beta-glucosidase B OS=Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12) OX=309799 GN=DICTH_1949 PE=3 SV=1,782,train
negative,A0A0N0K849,A0A0N0K849_9PROT beta-glucosidase OS=alpha proteobacterium AAP38 OX=1523418 GN=IP70_18325 PE=4 SV=1,650,train
positive,A0A0F6ALA9,A0A0F6ALA9_THESQ Beta-glucosidase OS=Thermotoga sp. (strain RQ2) OX=126740 GN=TRQ2_0969 PE=3 SV=1,446,train
positive,A0A0J6WD15,A0A0J6WD15_9MYCO Thermostable beta-glucosidase B OS=Mycolicibacterium chlorophenolicum OX=37916 GN=bglB PE=3 SV=1,741,train
positive,A0A3B1BKG8,A0A3B1BKG8_9ZZZZ beta-glucosidase (Fragment) OS=hydrothermal vent metagenome OX=652676 GN=MNBD_IGNAVI01-2528 PE=3 SV=1,273,train
positive,D6YBP6,D6YBP6_THEBD Beta-glucosidase OS=Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51) OX=469371 GN=Tbis_1894 PE=3 SV=1,476,train
negative,A0A6X4LX37,A0A6X4LX37_LISMN beta-glucosidase OS=Listeria monocytogenes OX=1639 GN=GIH49_04385 PE=4 SV=1,756,train
positive,A0A511R182,A0A511R182_9DEIN Beta-glucosidase OS=Meiothermus hypogaeus NBRC 106114 OX=1227553 GN=MHY01S_15350 PE=3 SV=1,447,train
negative,D6D4V2,D6D4V2_9BACE Beta-glucosidase-related glycosidases OS=Bacteroides xylanisolvens XB1A OX=657309 GN=BXY_44690 PE=3 SV=1,648,train
negative,I9USE4,I9USE4_9BACE beta-glucosidase OS=Bacteroides xylanisolvens CL03T12C04 OX=997892 GN=HMPREF1074_03057 PE=3 SV=1,769,train
negative,A0A7L5ANB0,A0A7L5ANB0_9ACTO Beta-glucosidase OS=Actinomyces sp. 432 OX=2057798 GN=CWT12_02005 PE=3 SV=1,435,train
negative,A0A7J4XV38,A0A7J4XV38_BACOV beta-glucosidase OS=Bacteroides ovatus OX=28116 GN=bglX PE=3 SV=1,760,train
positive,A0A496Q6S3,A0A496Q6S3_9BACT Beta-glucosidase OS=Thermotogota bacterium OX=2053689 GN=DRP27_08555 PE=3 SV=1,439,train
positive,A0A385LSZ5,A0A385LSZ5_RHOMR beta-glucosidase (Fragment) OS=Rhodothermus marinus OX=29549 PE=3 SV=1,794,train
negative,A0A1B2DJI9,A0A1B2DJI9_9BACL beta-glucosidase OS=Paenibacillus sp. BIHB 4019 OX=1870819 GN=BBD42_16350 PE=4 SV=1,768,train
positive,A0A399F6L7,A0A399F6L7_9DEIN Beta-glucosidase OS=Meiothermus granaticius NBRC 107808 OX=1227551 GN=bglA_2 PE=3 SV=1,445,train
negative,A0A520C683,A0A520C683_9BURK Beta-glucosidase OS=Rubrivivax sp OX=50259 GN=EOP35_00040 PE=3 SV=1,486,train
positive,A0A1V5F2P7,A0A1V5F2P7_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.BinA395 OX=1852820 GN=bglB PE=3 SV=1,762,train
negative,A0A5R8NQY7,A0A5R8NQY7_9ACTN Beta-glucosidase OS=Nonomuraea sp. KC401 OX=1848324 GN=FE391_10910 PE=3 SV=1,463,train
negative,A0A845AE37,A0A845AE37_9SPHN beta-glucosidase OS=Altericroceibacterium indicum OX=374177 GN=GRI39_13610 PE=4 SV=1,629,train
positive,A0A0H5NWN2,A0A0H5NWN2_NOCFR Thermostable beta-glucosidase B OS=Nocardia farcinica OX=37329 GN=bglB_1 PE=3 SV=1,797,train
positive,A0A660QNN0,A0A660QNN0_9BACT Beta-glucosidase OS=Thermotogota bacterium OX=2053689 GN=DRP23_02820 PE=3 SV=1,437,train
positive,F4QMJ9,F4QMJ9_9CAUL Thermostable beta-glucosidase B OS=Asticcacaulis biprosthecium C19 OX=715226 GN=ABI_28560 PE=3 SV=1,738,train
negative,A0A1C5CRP8,A0A1C5CRP8_9ACTN Beta-glucosidase OS=Streptomyces sp. MnatMP-M27 OX=1839768 GN=GA0115260_101957 PE=3 SV=1,465,train
positive,A0A455SDZ2,A0A455SDZ2_9CHLR Beta-glucosidase OS=Thermosporothrix sp. COM3 OX=2490863 GN=KTC_04710 PE=3 SV=1,465,train
positive,A0A3D9SPL1,A0A3D9SPL1_9ACTN Beta-glucosidase OS=Thermomonospora umbrina OX=111806 GN=DFJ69_3030 PE=3 SV=1,442,train
positive,A0A6N3HBF8,A0A6N3HBF8_9BACT Thermostable beta-glucosidase B OS=Parabacteroides distasonis OX=823 GN=bglB_1 PE=3 SV=1,783,train
negative,A0A6P2UYP9,A0A6P2UYP9_9BURK beta-glucosidase OS=Burkholderia contaminans OX=488447 GN=BCO71171_00584 PE=4 SV=1,671,train
positive,A0A062Y195,A0A062Y195_9BACT Beta-glucosidase OS=Thermoanaerobaculum aquaticum OX=1312852 GN=EG19_00980 PE=3 SV=1,443,train
negative,A0A485DJW0,A0A485DJW0_YEREN Beta-glucosidase OS=Yersinia enterocolitica OX=630 GN=arbB PE=3 SV=1,490,train
positive,A0A422M0W3,A0A422M0W3_LACPA Thermostable beta-glucosidase B OS=Lacticaseibacillus paracasei OX=1597 GN=FAM18157_02103 PE=3 SV=1,795,train
negative,A0A7S9Q1G3,A0A7S9Q1G3_9SPHI beta-glucosidase OS=Pedobacter endophyticus OX=2789740 GN=IZT61_02160 PE=3 SV=1,731,train
positive,A0A7C4NSP2,A0A7C4NSP2_9BACT beta-glucosidase OS=Thermodesulfobacterium geofontis OX=1295609 GN=ENT66_07105 PE=3 SV=1,589,train
positive,A0A4D4J8W0,A0A4D4J8W0_9PSEU beta-glucosidase OS=Gandjariella thermophila OX=1931992 GN=xloA PE=4 SV=1,766,train
negative,A0A7X3G2Q8,A0A7X3G2Q8_9BURK Beta-glucosidase OS=Telluria cellulosilytica OX=2683234 GN=GPY61_21150 PE=3 SV=1,446,train
negative,A0A0B8QJZ1,A0A0B8QJZ1_9VIBR Beta-glucosidase OS=Vibrio ishigakensis OX=1481914 GN=JCM19241_3315 PE=3 SV=1,362,train
negative,A0A2L0EX70,A0A2L0EX70_SORCE Beta-glucosidase OS=Sorangium cellulosum OX=56 GN=bglX PE=3 SV=1,463,train
positive,R7RUN9,R7RUN9_9CLOT Beta-glucosidase OS=Thermobrachium celere DSM 8682 OX=941824 GN=TCEL_02236 PE=3 SV=1,448,train
negative,A0A2T5IIX5,A0A2T5IIX5_9LACT beta-glucosidase OS=Trichococcus patagoniensis OX=382641 GN=C8U37_11245 PE=3 SV=1,734,train
positive,A0A3B1CRQ8,A0A3B1CRQ8_9ZZZZ Beta-glucosidase (Fragment) OS=hydrothermal vent metagenome OX=652676 GN=MNBD_IGNAVI01-3128 PE=3 SV=1,519,train
negative,R0BCX3,R0BCX3_9FIRM beta-glucosidase OS=Enterocloster bolteae 90A9 OX=997894 GN=HMPREF1085_05159 PE=4 SV=1,747,train
positive,A0A397GIG4,A0A397GIG4_ASPTH Probable beta-glucosidase btgE OS=Aspergillus thermomutatus OX=41047 GN=CDV56_105537 PE=4 SV=1,579,train
negative,A0A2R6W007,A0A2R6W007_MARPO beta-glucosidase OS=Marchantia polymorpha OX=3197 GN=MARPO_0214s0013 PE=4 SV=1,620,train
positive,A0A1C5RWE7,A0A1C5RWE7_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_8 PE=3 SV=1,260,train
positive,L0EBS9,L0EBS9_THECK Beta-glucosidase OS=Thermobacillus composti (strain DSM 18247 / JCM 13945 / KWC4) OX=717605 GN=Theco_0949 PE=3 SV=1,449,train
positive,A0A2U8EHQ1,A0A2U8EHQ1_9BACI Beta-glucosidase OS=Caldibacillus thermoamylovorans OX=35841 GN=CQJ30_16875 PE=1 SV=1,447,train
positive,A0A125MF10,A0A125MF10_BACSE Thermostable beta-glucosidase B OS=Bacteroides stercoris OX=46506 GN=bglB PE=3 SV=1,744,train
positive,A0A508YIL6,A0A508YIL6_LIMMU Thermostable beta-glucosidase B OS=Limosilactobacillus mucosae OX=97478 GN=bglB PE=3 SV=1,735,train
positive,A0A1V6J4J8,A0A1V6J4J8_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin013 OX=1852797 GN=bglB_2 PE=3 SV=1,766,train
positive,A0A1H6E4A6,A0A1H6E4A6_9ACTN Beta-glucosidase OS=Thermomonospora echinospora OX=1992 GN=SAMN04489712_13213 PE=3 SV=1,467,train
negative,A0A6A5XN58,A0A6A5XN58_9PLEO beta-glucosidase OS=Aaosphaeria arxii CBS 175.79 OX=1450172 GN=BU24DRAFT_348612 PE=3 SV=1,772,train
positive,A0A1M6HJM7,A0A1M6HJM7_9FIRM beta-glucosidase OS=Thermoclostridium caenicola OX=659425 GN=SAMN05444373_10332 PE=4 SV=1,791,train
negative,A0A2Z4JAQ2,A0A2Z4JAQ2_9ACTN Beta-glucosidase OS=Streptomyces cadmiisoli OX=2184053 GN=DN051_04240 PE=3 SV=1,474,train
positive,M1MCD1,M1MCD1_9CLOT Thermostable beta-glucosidase B OS=Clostridium saccharoperbutylacetonicum N1-4(HMT) OX=931276 GN=bglB PE=3 SV=1,715,train
positive,A0A1B1NCP4,A0A1B1NCP4_9MICO beta-glucosidase OS=Serinicoccus hydrothermalis OX=1758689 GN=SGUI_1765 PE=4 SV=1,615,train
negative,A0A5C5WAK1,A0A5C5WAK1_9BACT beta-glucosidase OS=Botrimarina hoheduenensis OX=2528000 GN=bglX_2 PE=3 SV=1,780,train
positive,A0A1E3AM50,A0A1E3AM50_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_8 PE=3 SV=1,788,train
negative,A0A7C5C448,A0A7C5C448_9GAMM Beta-glucosidase OS=Chromatiales bacterium OX=2026725 GN=ENK62_01435 PE=3 SV=1,455,train
positive,G2QDN2,G2QDN2_THET4 beta-glucosidase OS=Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) OX=573729 GN=MYCTH_66804 PE=3 SV=1,733,train
positive,A0A2N9KA54,A0A2N9KA54_9LACO Thermostable beta-glucosidase B OS=Leuconostoc suionicum OX=1511761 GN=bglB PE=3 SV=1,743,train
positive,A0A832I5W4,A0A832I5W4_9THEM Glycoside hydrolase family 1 protein OS=Pseudothermotoga hypogea OX=57487 GN=ENW55_06160 PE=3 SV=1,491,train
negative,A0A1I5NIS8,A0A1I5NIS8_9SPHN beta-glucosidase OS=Qipengyuania nanhaisediminis OX=604088 GN=SAMN04488060_1859 PE=4 SV=1,792,train
negative,A0A2V7V7D9,A0A2V7V7D9_UNCAI beta-glucosidase (Fragment) OS=Acidobacteriota bacterium OX=1978231 GN=DMF81_24160 PE=3 SV=1,718,train
negative,A0A371KMW9,A0A371KMW9_9EURY beta-glucosidase OS=Haloferax sp. Atlit-24N OX=2077200 GN=C5B88_12540 PE=4 SV=1,738,train
positive,B8D213,B8D213_HALOH Beta-glucosidase OS=Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562) OX=373903 GN=Hore_04820 PE=3 SV=1,432,train
negative,A0A248YV34,A0A248YV34_9ACTN beta-glucosidase OS=Plantactinospora sp. KBS50 OX=2024580 GN=CIK06_09315 PE=3 SV=1,610,train
negative,E6PYA4,E6PYA4_9ZZZZ beta-glucosidase OS=mine drainage metagenome OX=410659 GN=bglA PE=4 SV=1,487,train
positive,A5IL43,A5IL43_THEP1 Beta-glucosidase. Glycosyl Hydrolase family 3 OS=Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1) OX=390874 GN=Tpet_0898 PE=3 SV=1,722,train
positive,A0A7K2CFP3,A0A7K2CFP3_9BACT beta-glucosidase OS=Rhodothermaceae bacterium OX=2026787 GN=F4199_11885 PE=4 SV=1,675,train
positive,A0A1V5XAR5,A0A1V5XAR5_9FIRM Thermostable beta-glucosidase B OS=Firmicutes bacterium ADurb.Bin193 OX=1852885 GN=bglB PE=3 SV=1,674,train
negative,A0A3N5CX63,A0A3N5CX63_9SPHN beta-glucosidase OS=Aurantiacibacter spongiae OX=2488860 GN=bglX PE=3 SV=1,770,train
negative,A0A7W9XEE0,A0A7W9XEE0_9SPHI Beta-glucosidase OS=Mucilaginibacter sp. X5P1 OX=2723088 GN=HDF18_004916 PE=3 SV=1,718,train
positive,A0A2E3QZD2,A0A2E3QZD2_9BACT Beta-glucosidase OS=Rhodothermaceae bacterium OX=2026787 GN=CMM85_15330 PE=3 SV=1,475,train
positive,A4VE26,A4VE26_TETTS beta-glucosidase OS=Tetrahymena thermophila (strain SB210) OX=312017 GN=TTHERM_00520951 PE=4 SV=1,706,train
positive,A0A448SRN7,A0A448SRN7_SERFO Thermostable beta-glucosidase B OS=Serratia fonticola OX=47917 GN=bglB PE=3 SV=1,783,train
